en,fr,type,module
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ",module,Magento_Paypal
Basic Settings - PayPal Payments Pro Hosted Solution,Basic Settings - PayPal Payments Pro Hosted Solution,module,Magento_Paypal
"It is recommended to set this value to ""PayPal"" per store views.","It is recommended to set this value to ""PayPal"" per store views.",module,Magento_Paypal
Display Express Checkout in the Payment Information step,Display Express Checkout in the Payment Information step,module,Magento_Paypal
Website Payments Pro Hosted Solution and Express Checkout,Website Payments Pro Hosted Solution and Express Checkout,module,Magento_Paypal
Basic Settings - PayPal Website Payments Pro Hosted Solution,Basic Settings - PayPal Website Payments Pro Hosted Solution,module,Magento_Paypal
Payflow Pro,Payflow Pro,module,Magento_Paypal
Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site.,Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site.,module,Magento_Paypal
Basic Settings - PayPal Payflow Pro,Basic Settings - PayPal Payflow Pro,module,Magento_Paypal
Credit Card Settings,Credit Card Settings,module,Magento_Paypal
Allowed Credit Card Types,Allowed Credit Card Types,module,Magento_Paypal
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ",module,Magento_Paypal
CVV and AVS Settings,CVV and AVS Settings,module,Magento_Paypal
Reject Transaction if:,Reject Transaction if:,module,Magento_Paypal
AVS Street Does Not Match,AVS Street Does Not Match,module,Magento_Paypal
AVS Zip Does Not Match,AVS Zip Does Not Match,module,Magento_Paypal
International AVS Indicator Does Not Match,International AVS Indicator Does Not Match,module,Magento_Paypal
Card Security Code Does Not Match,Card Security Code Does Not Match,module,Magento_Paypal
Payflow Pro (Includes Express Checkout),Payflow Pro (Includes Express Checkout),module,Magento_Paypal
Payflow Pro and Express Checkout,Payflow Pro and Express Checkout,module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ",module,Magento_Paypal
Persistent Shopping Cart,Panier persistant,module,Magento_Persistent
General Options,Options générales,module,Magento_Persistent
Enable Persistence,Activer la persistance,module,Magento_Persistent
Persistence Lifetime (seconds),Durée de vie de la persistance (secondes),module,Magento_Persistent
"Enable ""Remember Me""","Activer ""Se souvenir de moi""",module,Magento_Persistent
"""Remember Me"" Default Value","Valeur par défaut de ""Se souvenir de moi""",module,Magento_Persistent
Clear Persistence on Sign Out,Ne plus se souvenir de moi à la déconnexion,module,Magento_Persistent
Persist Shopping Cart,Panier persistant,module,Magento_Persistent
Product Alerts,Alertes du produit,module,Magento_ProductAlert
Allow Alert When Product Price Changes,Autoriser l'alerte de changement de prix.,module,Magento_ProductAlert
Allow Alert When Product Comes Back in Stock,Autoriser l'alerte de disponibilité de produit.,module,Magento_ProductAlert
Price Alert Email Template,Gabarit du mail d'alerte de changement de prix,module,Magento_ProductAlert
"Email template chosen based on theme fallback when ""Default"" option is selected.","Le template d'email choisi est basé sur le thème parent lorsque l'option ""Défaut"" est sélectionnée.",module,Magento_ProductAlert
Stock Alert Email Template,Gabarit du mail d'alerte de disponibilité,module,Magento_ProductAlert
Alert Email Sender,Expéditeur du mail d'alerte,module,Magento_ProductAlert
Product Alerts Run Settings,Paramétrage d'exécution des alertes de produit,module,Magento_ProductAlert
Frequency,Fréquence,module,Magento_ProductAlert
Start Time,Heure de début,module,Magento_ProductAlert
Error Email Recipient,Destinataire du mail d'erreur,module,Magento_ProductAlert
Error Email Sender,Expéditeur du mail d'erreur,module,Magento_ProductAlert
Error Email Template,Gabarit du mail d'erreur,module,Magento_ProductAlert
Sign up for price alert,Enregistrez-vous pour recevoir une alerte de modification de prix,module,Magento_ProductAlert
Sign up to be notified when this product is back in stock.,Inscrivez-vous pour être averti lorsque le produit sera de nouveau en stock.,module,Magento_ProductAlert
Product Video,Product Video,module,Magento_ProductVideo
YouTube API Key,YouTube API Key,module,Magento_ProductVideo
Autostart base video,Autostart base video,module,Magento_ProductVideo
Show related video,Show related video,module,Magento_ProductVideo
Auto restart video,Auto restart video,module,Magento_ProductVideo
Recently Viewed/Compared Products,Recently Viewed/Compared Products,module,Magento_Reports
Show for Current,Show for Current,module,Magento_Reports
Default Recently Viewed Products Count,Default Recently Viewed Products Count,module,Magento_Reports
Default Recently Compared Products Count,Default Recently Compared Products Count,module,Magento_Reports
Dashboard,Dashboard,module,Magento_Reports
Year-To-Date Starts,Year-To-Date Starts,module,Magento_Reports
Current Month Starts,Current Month Starts,module,Magento_Reports
Select day of the month.,Select day of the month.,module,Magento_Reports
Recently Viewed Products,Recently Viewed Products,module,Magento_Reports
List of Products Recently Viewed by Visitor,List of Products Recently Viewed by Visitor,module,Magento_Reports
Number of Products to display,Number of Products to display,module,Magento_Reports
Viewed Products Grid Template,Viewed Products Grid Template,module,Magento_Reports
